id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20155,"Locaci√≥n para video, fotograf√≠a o capacitaciones",8367711,Andr√©s,,Miguel Hidalgo,19.42979,-99.2135,Entire home/apt,11585,1,0,,,4,90,0,
20156,Mr. W | Taman | Super comfortable and bright 2Br,10764020,Mr. W,,CuauhtÈmoc,19.409924,-99.1798329,Entire home/apt,2329,1,5,04/12/2022,1.55,231,364,5,
20157,Hermoso DEPTO. ubicado cerca de plazas y parques.,240808193,Ivanova,,Benito Ju·rez,19.36689,-99.15753,Entire home/apt,1000,2,15,12/12/2022,4.69,1,162,15,
20158,Increible Departamento con Alberca y Gym,63380041,Saul,,Miguel Hidalgo,19.41056,-99.18356,Entire home/apt,1586,1,10,13/12/2022,2.88,1,351,10,
20159,Casa Cosimo. Habitaci√≥n sencilla.,148697278,Carlos,,Miguel Hidalgo,19.4566,-99.19797,Private room,230,2,6,22/11/2022,1.98,2,325,6,
20160,Preciosa habitaci√≥n 2 camas,88365870,Anya,,CuauhtÈmoc,19.42378,-99.17232,Private room,394,1,26,14/12/2022,7.22,24,5,26,
20161,Lovely and Central Loft with cozy balcony,68043281,Itzell,,Benito Ju·rez,19.38866,-99.1767,Entire home/apt,1264,2,6,19/11/2022,1.76,2,361,6,
20162,Incre√≠ble Departamento en Be Grand Alto Polanco,388956729,Abimael,,Miguel Hidalgo,19.44114,-99.18247,Entire home/apt,1299,2,9,22/12/2022,2.41,1,359,9,
20163,"Penthouse, Xola Ciudad de M√©xico",427960741,Neftali,,Benito Ju·rez,19.39589,-99.13899,Entire home/apt,2000,1,0,,,2,361,0,
20164,VH | Comfy apt | Condesa | parking & washer | 87,22758914,Raquel,,CuauhtÈmoc,19.4078711,-99.1739749,Entire home/apt,2196,1,9,24/12/2022,2.41,92,342,9,
20165,Stylish apartment with private roof top & jacuzzi,104953556,Jose David & Nataly,,CuauhtÈmoc,19.42725,-99.15986,Entire home/apt,3599,2,6,07/11/2022,2,39,323,6,
20166,Lovely 1 bedroom flat in an authentic neighborhood,3563820,Jolanta,,Benito Ju·rez,19.3747,-99.16247,Entire home/apt,587,3,4,05/12/2022,1.94,1,275,4,
20167,Departamento muy tranquilo para descansar,241966632,Gustavo Candido,,Venustiano Carranza,19.440973,-99.1153743,Entire home/apt,450,1,2,02/11/2022,0.69,1,364,2,
20168,Private room near bus station from North,388164322,Alejandro,,Gustavo A. Madero,19.47371,-99.13727,Private room,1021,1,2,19/11/2022,1.22,10,347,2,
20169,Habitaci√≥n 8,265257813,Valeria Constanza,,¡lvaro ObregÛn,19.3739,-99.21455,Private room,341,1,1,30/10/2022,0.49,4,365,1,
20170,Hermosa habitaci√≥n en el coraz√≥n de Coyoac·n,288503915,Laura,,Coyoac·n,19.35727,-99.15972,Private room,505,1,4,06/11/2022,1.2,1,76,4,
20171,"Hermoso departamento, s√∫per ubicado seguridad 24h",179259567,Ricardo,,Iztacalco,19.39449,-99.08337,Entire home/apt,1071,1,15,10/12/2022,4.37,1,349,15,
20172,"Habitaci√≥n en el centro CDMX, vigilancia 24 hrs",340640861,Ana,,CuauhtÈmoc,19.42207,-99.14303,Private room,450,2,8,18/11/2022,2.58,1,365,8,
20173,Impresionante departamento en polanco cdmx.,478284608,Itzel,,Miguel Hidalgo,19.43894,-99.18349,Entire home/apt,2193,1,6,20/12/2022,1.62,1,354,6,
20174,101 habitaci√≥n a 5 minutos caminando del AICM,355536592,Mario,,Venustiano Carranza,19.4372861,-99.0843029,Private room,486,1,1,05/10/2022,0.35,21,359,1,
20175,VH | Depa en Condesa | lavander√≠a & balc√≥n | 84,22758914,Raquel,,CuauhtÈmoc,19.4078711,-99.1739749,Entire home/apt,1815,1,11,18/12/2022,5.24,92,361,11,
20176,VH | Depa equipado | Narvarte | 1 rec + wifi | 122,22758914,Raquel,,Benito Ju·rez,19.4023534,-99.1516276,Entire home/apt,736,1,13,15/12/2022,3.61,92,365,13,
20177,112 habitaci√≥n a 5 minutos caminando del AICM,355536592,Mario,,Venustiano Carranza,19.4372861,-99.0843029,Private room,486,1,1,08/09/2022,0.27,21,352,1,
20178,Suite Amueblada en el coraz√≥n de la CDMX 18,66952805,Victor,,CuauhtÈmoc,19.45093,-99.15371,Private room,600,2,2,11/11/2022,1.02,11,364,2,
20179,"Habitaci√≥n amplia, iluminada con cocineta y ba√±o",124291598,Dalia,,CuauhtÈmoc,19.42117,-99.17395,Private room,487,1,0,,,2,18,0,
20180,"La Cibeles, Mini PH con terraza, Roma Norte, CDMX",103766721,Sara,,CuauhtÈmoc,19.42034,-99.16825,Entire home/apt,1869,1,8,14/12/2022,3.12,1,157,8,
20181,Mr. W | Taman | 2Br Bright + Balcony + Roof Garden,10764020,Mr. W,,CuauhtÈmoc,19.409924,-99.1798329,Entire home/apt,2229,1,6,05/11/2022,1.88,231,360,6,
20182,Brand New Apt | Enjoy Condesa Parks | Laredo Mr.W,261857354,Mr. W,,CuauhtÈmoc,19.412,-99.17086,Entire home/apt,2301,2,3,20/11/2022,0.92,55,365,3,
20183,VH | Cerca Polanco | Depa 1 rec + gym + piscina | 51,382880251,Carcho,,Miguel Hidalgo,19.4338154,-99.2117564,Entire home/apt,1314,1,11,10/12/2022,3.27,46,359,11,
20184,Hermoso departamento en el Centro de la Ciudad,423910672,Luis,,CuauhtÈmoc,19.43174,-99.1418,Entire home/apt,990,1,10,01/12/2022,2.83,10,294,10,
20185,Narvarte Penthouse Privado Panor√°mico,156852705,Gabriela Ruth,,Benito Ju·rez,19.38733,-99.14362,Entire home/apt,1327,2,2,23/10/2022,0.67,1,364,2,
20186,Habitaci√≥n privada cerca de la UNAM-Estadio Azteca,127082696,Hadasha,,Coyoac·n,19.30987,-99.15863,Private room,280,1,5,11/12/2022,3,1,362,5,
20187,Exclusivo frente a Hospital de Pediatr√≠a y CU UNAM,312884561,Patricia,,Coyoac·n,19.30776,-99.17975,Private room,533,3,1,23/09/2022,0.31,2,357,1,
20188,w* | Cozy 1BR in Polanco,16148871,Wynwood,,Miguel Hidalgo,19.43715,-99.2005,Entire home/apt,1242,1,10,27/11/2022,2.7,91,360,10,
20189,Acogedor B&B en Coyoac·n Centro con jard√≠n/garaje,479290887,Marianne,,Coyoac·n,19.35536,-99.16034,Private room,1200,3,2,22/11/2022,1.02,1,362,2,
20190,Ideal para tu familia visitando Ciudad M√©xico.,88556215,Eva,,Miguel Hidalgo,19.40951,-99.18767,Entire home/apt,1385,1,1,05/11/2022,0.55,3,361,1,
20191,Lovely penthouse with balcony next to San Angel,6323816,Sebasti√°n,,¡lvaro ObregÛn,19.34055,-99.19695,Entire home/apt,1150,2,3,11/11/2022,1.07,1,331,3,
20192,Cozy 2 bed apartment,346419268,Daniel,,CuauhtÈmoc,19.45208,-99.16224,Entire home/apt,980,1,8,01/12/2022,3.16,1,26,8,
20193,Room with private Jacuzzi Grand,388164322,Alejandro,,Gustavo A. Madero,19.47425,-99.13717,Private room,1086,1,2,05/11/2022,0.8,10,334,2,
20194,Private room with Jacuzzi in CDMX,388164322,Alejandro,,Gustavo A. Madero,19.47525,-99.13722,Private room,1014,1,0,,,10,347,0,
20195,Habitaci√≥n independiente en La casita del rinc√≥n,474365657,Tobias Alejandro,,Coyoac·n,19.3494515,-99.1729646,Private room,500,1,14,12/12/2022,4.16,2,78,14,
20196,Large with balcony in La Roma/Condesa 5 minutes,462261014,Magno,,CuauhtÈmoc,19.41396,-99.15765,Entire home/apt,1551,2,16,11/12/2022,4.66,12,360,16,
20197,C√≥modo departamento en Viena Nuevo Polanco,50694473,Helena,,Miguel Hidalgo,19.44414,-99.20367,Entire home/apt,1261,1,4,11/12/2022,1.33,4,360,4,
20198,Puerta falsa de santo domingo,248341779,Gaby,,CuauhtÈmoc,19.43956,-99.13354,Entire home/apt,671,2,5,17/12/2022,2.21,1,339,5,
20199,"Recamara individual, amplia. Excelente ubicaci√≥n.",249698689,Citlali Mar√≠a Del Rosario,,¡lvaro ObregÛn,19.38030088,-99.24494382,Private room,500,1,5,03/12/2022,2.08,2,365,5,
20200,Modern Apartment in Polanco,122277296,Gustavo,,Miguel Hidalgo,19.43704966,-99.1828993,Entire home/apt,1657,1,2,05/11/2022,0.98,3,348,2,
20201,"Patria! 2BDR, 1 parking, center location, Welcome!",111159619,Itzel,,CuauhtÈmoc,19.4307934,-99.1693309,Entire home/apt,1271,7,3,15/12/2022,1.5,3,356,3,
20202,"¬°Casa La Loter√≠a! 2BDR, center location. Welcome",111159619,Itzel,,CuauhtÈmoc,19.42774,-99.17115,Entire home/apt,1200,3,1,26/11/2022,0.86,3,333,1,
20203,Departamento luminoso con acceso a estacionamiento,163017764,Domi,,CuauhtÈmoc,19.40461,-99.17306,Private room,409,5,0,,,2,309,0,
20204,Hermosa habitaci√≥n y ba√±o completo Polanco!,222034650,Edgar,,Miguel Hidalgo,19.43619,-99.17969,Private room,1500,2,1,03/11/2022,0.52,2,365,1,
20205,Hermoso y nuevo departamento con estacionamiento.,261110438,Karen,,Iztacalco,19.39740684,-99.10083879,Entire home/apt,900,2,15,18/12/2022,6,1,303,15,
20206,Departamento una habitaci√≥n Viena Nuevo Polanco,50694473,Helena,,Miguel Hidalgo,19.44449,-99.204,Entire home/apt,1164,1,1,03/12/2022,1,4,356,1,
20207,Dazzling house in the heart of Coyoacan/12 guests,478833975,Nancy,,Coyoac·n,19.35394,-99.16258,Entire home/apt,3811,1,10,26/12/2022,3,1,325,10,
20208,Beautiful apartment in front of Parque M√©xico,8609248,Alan,,CuauhtÈmoc,19.4114132,-99.1683411,Entire home/apt,1553,2,2,07/12/2022,0.58,4,137,2,
20209,Hermoso departamento de 2 pisos y terraza cubierta,67194608,Israel,,Benito Ju·rez,19.37502116,-99.18566599,Entire home/apt,909,2,4,19/12/2022,1.74,1,358,4,
20210,Acogedor  suite con super vista y tranquilidad,115979938,Sylvie,,Tlalpan,19.2360646,-99.1681248,Entire home/apt,360,3,0,,,1,303,0,
20211,107 habitaci√≥n a 5 minutos caminando del AICM,355536592,Mario,,Venustiano Carranza,19.43682,-99.08515,Private room,486,1,1,26/10/2022,0.46,21,354,1,
20212,Large private double room.,388164322,Alejandro,,Gustavo A. Madero,19.47373,-99.13735,Private room,800,1,2,18/11/2022,1.11,10,344,2,
20213,Central Bus Single Private Room,388164322,Alejandro,,Gustavo A. Madero,19.47558,-99.13872,Private room,721,1,2,23/10/2022,0.75,10,348,2,
20214,Habitaci√≥n privada en de Depto compartido foro sol,212559906,Yammileth,,Iztacalco,19.39883,-99.09441,Private room,1200,1,6,11/12/2022,2.02,1,9,6,
20215,Modern condo with king bed in the heart of Polanco,477819576,Naya Homes,,Miguel Hidalgo,19.43458,-99.20259,Entire home/apt,1345,1,16,14/12/2022,5.58,21,356,16,
20216,Habitaci√≥n C√©ntrica en zona segura y tranquila.,259257521,Ricardo,,Benito Ju·rez,19.38983,-99.1412,Private room,285,1,9,22/10/2022,2.62,2,303,9,
20217,Suite20 privada-acogedora Circuito-Reforma-Polanco,57413777,Omar,,Miguel Hidalgo,19.44325,-99.16661,Entire home/apt,601,1,11,18/12/2022,3.71,5,347,11,
20218,Habitaci√≥n Compartida Femenil en Centro Hist√≥rico,476408422,Barrio,,CuauhtÈmoc,19.4306364,-99.1386755,Shared room,289,1,1,31/10/2022,0.5,5,119,1,
20219,Super flat | Balcony | Reforma,416155974,Yakar√©,,CuauhtÈmoc,19.42715,-99.16099,Entire home/apt,970,1,6,27/11/2022,2,15,361,6,
20220,Incre√≠ble alojamiento en contenedor mar√≠timo 86,374434784,Omar,,Azcapotzalco,19.47995,-99.19046,Entire home/apt,450,1,27,18/12/2022,7.36,10,361,27,
20221,Beautiful Condo with pool & gym in Condesa,103741818,Adel,,CuauhtÈmoc,19.41167,-99.18102,Entire home/apt,1497,1,7,18/12/2022,2.56,1,358,7,
20222,Cozy & Fully Eqpd Studio w/Pvt Patio in Roma Nte,23468816,Alex,,CuauhtÈmoc,19.42307633,-99.154143,Entire home/apt,1331,1,14,27/12/2022,3.82,31,333,14,
20223,Downtown loft in 19th century renovated building!,478992259,Mariana,,CuauhtÈmoc,19.4308132,-99.1508551,Entire home/apt,1457,2,2,25/11/2022,1.28,2,76,2,
20224,Great location in mexico city,31256530,Kary,,CuauhtÈmoc,19.40481,-99.14672,Private room,203,1,3,22/11/2022,1.67,16,72,3,
20225,Incredible studio in the heart of Roma Norte,478836566,Alberto,,CuauhtÈmoc,19.42302,-99.16076,Entire home/apt,902,2,5,22/12/2022,2.17,15,157,5,
20226,Urban-Contemporary Home In The Heart Of Roma Norte,23468816,Alex,,CuauhtÈmoc,19.42134,-99.15699,Entire home/apt,8902,2,13,29/12/2022,3.79,31,298,13,
20227,Private 1Bed/1Ba on Amsterdam Av.,471105419,Luis,,CuauhtÈmoc,19.40819,-99.17168,Entire home/apt,2013,1,2,26/11/2022,1.62,14,365,2,
20228,Mr. W | Light-filled and Spacious | 3BR,10764020,Mr. W,,CuauhtÈmoc,19.4165,-99.17635,Entire home/apt,3937,1,8,05/12/2022,2.47,231,329,8,
20229,New Stunning 3BR Apt,359265212,Kukun,,Miguel Hidalgo,19.434747,-99.2006786,Entire home/apt,5201,1,10,12/12/2022,4.41,58,361,10,
20230,C√≥modo departamento en la mejor zona de la ciudad,174754296,Paulina,,Miguel Hidalgo,19.44048,-99.19549,Entire home/apt,914,2,3,11/10/2022,0.99,1,155,3,
20231,Alojamiento de lujo con la mejor vista de Polanco,479532500,Daniela,,Miguel Hidalgo,19.42588,-99.19643,Entire home/apt,24500,2,2,22/11/2022,0.98,1,364,2,
20232,Bright 1BR/1BA On Amsterdam Av.,471105419,Luis,,CuauhtÈmoc,19.40807,-99.17038,Entire home/apt,2013,1,1,24/10/2022,0.44,14,355,1,
20233,"Loft Zona Rosa, USA Embassy",70335642,Mario,,CuauhtÈmoc,19.4269159,-99.1646972,Entire home/apt,1070,1,13,13/12/2022,3.68,2,339,13,
20234,Cozy private room very centric and clean in CDMX,384418768,Mauricio,,CuauhtÈmoc,19.44864,-99.15253,Private room,963,1,29,14/12/2022,8.79,7,316,29,
20235,Private suite in Buenavista Insurgentes Nort CDMX,384418768,Mauricio,,CuauhtÈmoc,19.44794,-99.15195,Private room,2909,1,1,09/10/2022,0.36,7,356,1,
20236,Colonia Roma at your doorstep,267983259,Marco,,CuauhtÈmoc,19.41898,-99.15535,Entire home/apt,1500,2,1,17/09/2022,0.29,25,208,1,
20237,Modern 2-bedroom penthouse in Polanco Area,460630077,Ignacio,,Miguel Hidalgo,19.44142868,-99.19585998,Entire home/apt,2800,2,1,21/11/2022,0.75,1,364,1,
20238,Acogedora habitaci√≥n cerca de Coyoac·n centro,57102833,Maria,,Coyoac·n,19.34174,-99.18256,Private room,699,2,6,13/12/2022,2.9,4,172,6,
20239,w* | Homey 1BR in Polanco,16148871,Wynwood,,Miguel Hidalgo,19.43635,-99.19866,Entire home/apt,1325,1,8,28/12/2022,2.42,91,353,8,
20240,Habitaci√≥n privada en casa de hu√©spedes.,74242532,Diego,,Coyoac·n,19.34920105,-99.15155645,Private room,613,2,0,,,5,172,0,
20241,C√©ntrico Loft en la colonia Roma,16346761,Paulina,,CuauhtÈmoc,19.4082647,-99.1632375,Entire home/apt,899,2,6,03/12/2022,1.73,11,361,6,
20242,Encantador departamento a 5 calles de El √Ångel,269139497,Raquel,,CuauhtÈmoc,19.4325917,-99.1693627,Entire home/apt,1471,2,7,29/11/2022,2.26,1,340,7,
20243,Habitaci√≥n privada en amplio departamento.,31038748,Josselin,,Benito Ju·rez,19.36434,-99.15963,Private room,350,3,1,18/10/2022,0.41,3,362,1,
20244,"2-bd apartment, private gym &office, 24/7 security",10047844,David,,CuauhtÈmoc,19.40710739,-99.17093569,Entire home/apt,1380,5,1,05/12/2022,1,1,51,1,
20245,New Breathtaking 3BR wBalcony,403848214,Kukun,,Miguel Hidalgo,19.4357666,-99.2095927,Entire home/apt,6031,2,1,15/09/2022,0.28,70,350,1,
20246,C√©ntrico y acogedor Loft en la Roma,16346761,Paulina,,CuauhtÈmoc,19.4082647,-99.1632375,Entire home/apt,889,2,5,04/11/2022,1.53,11,321,5,
20247,Lightly 3 bedrooms Apt ‚Ä¢ Next to Park ‚Ä¢ Condesa,479408532,Departamento Condesa,,CuauhtÈmoc,19.40902,-99.16938,Entire home/apt,4270,3,4,28/11/2022,1.5,1,205,4,
20248,"Habitaci√≥n en Penth House, Con Vista Panor√°mica",113703334,Marco,,Benito Ju·rez,19.3799774,-99.1600707,Private room,629,1,19,15/12/2022,6.55,5,361,19,
20249,Hermoso Loft en el coraz√≥n de la col Del Valle,53815822,Roxana,,Benito Ju·rez,19.38932,-99.16647,Entire home/apt,1371,1,3,18/11/2022,1.25,1,360,3,
20250,Loft/terraza. En la del Valle. A lado del WTC,479410870,Luis,,Benito Ju·rez,19.39161123,-99.17264018,Private room,599,1,2,30/10/2022,0.95,1,362,2,
20251,La mejor zona del Sur de la Ciudad de M√©xico,341972065,Luis,,Benito Ju·rez,19.36815218,-99.16166961,Entire home/apt,1143,2,2,04/12/2022,1,1,76,2,
20252,C√©ntrico depto en coraz√≥n de la Ciudad de M√©xico,16346761,Paulina,,CuauhtÈmoc,19.4351523,-99.1686438,Entire home/apt,1243,2,8,12/12/2022,2.7,11,345,8,
20253,"Nuevo hermoso departamento en la Condesa.2bdr,2bth",104637910,Raquel,,CuauhtÈmoc,19.4061936,-99.1761809,Entire home/apt,2540,3,5,22/11/2022,1.85,11,2,5,
20254,Departamento 2BR Torre Menor Anzures,351662682,Beatriz,,CuauhtÈmoc,19.42429,-99.17613,Entire home/apt,1500,2,1,27/11/2022,0.88,1,363,1,
20255,Brand new 2Br apt w/patio | Walking Condesa Parks,261857354,Mr. W,,CuauhtÈmoc,19.41394,-99.1701,Entire home/apt,2753,1,11,20/12/2022,3.44,55,332,11,
20256,Allure place. Great location  & full amenities,193333392,Sandra,,CuauhtÈmoc,19.4198868,-99.1720176,Entire home/apt,1773,2,6,28/12/2022,2.54,13,43,6,
20257,C√≥modo Departamento sin estacionamiento.,479414405,Roc√≠o Angelica,,Gustavo A. Madero,19.48033,-99.10773,Entire home/apt,566,3,1,20/11/2022,0.75,1,359,1,
20258,Beautiful apartment with terrace,42436804,Setsuko,,CuauhtÈmoc,19.41791,-99.15647,Entire home/apt,1511,1,4,28/11/2022,1.12,9,0,4,
20259,w* | Homey 2BR with terrace in Condesa,16148871,Wynwood,,CuauhtÈmoc,19.41471,-99.17367,Entire home/apt,2922,1,6,18/12/2022,1.84,91,275,6,
20260,C√©ntrico y espacioso apartamento,477841966,Maria Dolores,,Benito Ju·rez,19.38561,-99.13686,Entire home/apt,880,2,4,12/12/2022,2.31,2,176,4,
20261,Centro de la ciudad a 10 minutos,451964692,Jose Luis,,Iztacalco,19.40054,-99.11609,Shared room,480,5,0,,,2,364,0,
20262,Lugar cerca de Todo.,16142448,Jesus,,CuauhtÈmoc,19.4286,-99.14191,Entire home/apt,821,4,3,21/11/2022,1.45,1,182,3,
20263,Habitaci√≥n privada en N√°poles.,81902258,Alejandro,,Benito Ju·rez,19.39919,-99.17198,Private room,431,1,6,07/11/2022,1.82,3,352,6,
20264,Apartment in Polanco/Excelente depa en Polanco,148690891,Alfredo,,Miguel Hidalgo,19.43785212,-99.21083197,Private room,3493,2,3,27/11/2022,1.48,1,27,3,
20265,"Beautiful Studio-Apartment, Benjamin Hill 184 CDMX",130510961,Elsa,,CuauhtÈmoc,19.4071761,-99.1758514,Entire home/apt,700,5,9,24/12/2022,3.25,8,30,9,
20266,"Beautiful Studio-Apartment in Condesa, MEX City",130510961,Elsa,,CuauhtÈmoc,19.4071761,-99.1758514,Entire home/apt,750,5,7,30/11/2022,3.09,8,27,7,
20267,Brilliant 1 bed/1 Bath on Amsterdam AV. + RoofTop,471105419,Luis,,CuauhtÈmoc,19.41005,-99.1706,Entire home/apt,2313,1,2,07/11/2022,0.61,14,335,2,
20268,"Excelente Recamara  en la Colonia del Valle , CDMX",127345689,Gonzalo Arturo,,Benito Ju·rez,19.37453028,-99.16051894,Private room,400,1,3,04/12/2022,1.18,1,364,3,
20269,Polanco NEW Loft/Near Huawei Technologies,436791698,Christian,,Miguel Hidalgo,19.44102,-99.19515,Entire home/apt,1143,1,3,23/11/2022,1.64,15,239,3,
20270,C Espectacular Departamento en Polanco,112341609,Martin,,Miguel Hidalgo,19.4398,-99.18086,Entire home/apt,1007,1,16,09/12/2022,4.85,3,176,16,
20271,Comfortable room with two beds & private bathroom,170123259,Natalia,,Benito Ju·rez,19.38741,-99.1562,Private room,778,2,5,20/11/2022,1.72,4,272,5,
20272,"Beautiful Studio 
Apartment with Terrace
Condesa",130510961,Elsa,,CuauhtÈmoc,19.4071761,-99.1758514,Entire home/apt,850,5,8,18/12/2022,2.76,8,32,8,
20273,Beautiful Studio-Apartment in Benjam√≠n Hill 184,130510961,Elsa,,CuauhtÈmoc,19.4071761,-99.1758514,Entire home/apt,650,5,7,26/12/2022,2.5,8,48,7,
20274,C√≥modo Loft en la Ciudad de M√©xico,36708169,Blanca,,Benito Ju·rez,19.36992897,-99.17175071,Entire home/apt,780,2,16,26/12/2022,4.62,1,353,16,
20275,Miniloft con s√∫per ubicaci√≥n en la Colonia Roma!,90963939,Davide,,CuauhtÈmoc,19.4033238,-99.1644485,Entire home/apt,369,2,7,15/12/2022,2.31,6,344,7,
20276,Hotel Boutique Polanco  Anzures Suite 4.,38546941,Jessica,,Miguel Hidalgo,19.42888,-99.1772,Private room,795,2,3,22/11/2022,1.08,14,84,3,
20277,1 bedroom I rental unit in Polanco Mexico City,479379402,Juan,,Miguel Hidalgo,19.43554,-99.21016,Private room,600,5,1,29/11/2022,0.94,2,89,1,
20278,Departamento reci√©n remodelado.,185854203,Dulce Maria,,Benito Ju·rez,19.36774,-99.18999,Entire home/apt,1200,1,4,11/12/2022,1.97,1,365,4,
20279,Acogedora suite con la mejor ubicaci√≥n de CDMX,480629504,Alfonso,,Benito Ju·rez,19.39126,-99.15507,Private room,390,1,4,19/11/2022,1.43,1,361,4,
20280,Beautiful Studio-Apartment with small Terrace,130510961,Elsa,,CuauhtÈmoc,19.40717599,-99.17585146,Entire home/apt,650,5,10,19/12/2022,3.13,8,31,10,
20281,Beautiful 1Bed/1 Bath apartment on Amsterdam Av.,471105419,Luis,,CuauhtÈmoc,19.41004,-99.17177,Entire home/apt,2113,1,2,20/11/2022,0.95,14,365,2,
20282,Tu departamento Santa Fe (CDMX),480214397,Rafael,,¡lvaro ObregÛn,19.37929,-99.25598,Entire home/apt,833,2,10,19/11/2022,3.23,1,365,10,
20283,Apartamento acogedor con una vista incre√≠ble.,374778532,Nathalia,,¡lvaro ObregÛn,19.36053,-99.19167,Private room,1200,1,7,21/11/2022,2.36,1,17,7,
20284,1 bedroom rental unit in Polanco Mexico City,479379402,Juan,,Miguel Hidalgo,19.4356,-99.2118,Private room,600,5,1,19/12/2022,1,2,89,1,
20285,"Hermosa suite, en coraz√≥n de Condesa, con terraza",84017689,Alejandro,,CuauhtÈmoc,19.40719402,-99.17492878,Entire home/apt,713,2,11,09/12/2022,3.51,7,167,11,
20286,Hermoso Loft en Bosques de las Lomas,390298208,Soraya,,Miguel Hidalgo,19.40504778,-99.25283689,Private room,450,1,5,10/12/2022,1.61,2,365,5,
20287,"Piso MaCa
¬°C√©ntrico y bien comunicado!",480647154,Lauren,,CuauhtÈmoc,19.44007,-99.15648,Entire home/apt,1500,3,0,,,1,86,0,
20288,Incre√≠ble Contenedor Mar√≠timo 37,348389387,Daniel,,Azcapotzalco,19.47774,-99.18986,Entire home/apt,455,1,7,27/11/2022,3.62,20,304,7,
20289,Amazing Suite in Heart of La Juarez,27449159,Capitalia,,CuauhtÈmoc,19.4284592,-99.1598422,Entire home/apt,2000,2,5,08/12/2022,2.42,69,0,5,
20290,Hermosa habitaci√≥n en el coraz√≥n de la condesa! 1¬™,341835653,Eugenio Abraham,,CuauhtÈmoc,19.41385,-99.17199,Private room,450,1,3,31/10/2022,0.99,2,178,3,
20291,Incre√≠ble Contenedor Mar√≠timo 31,348389387,Daniel,,Azcapotzalco,19.47792,-99.18834,Entire home/apt,450,1,11,18/12/2022,3.67,20,354,11,
20292,New! WTC high-end 20 suites - groups & retreats.,477018151,Anastasia,,Benito Ju·rez,19.39195,-99.17617,Entire home/apt,5725,1,0,,,2,365,0,
20293,Fantastic House 6BR / Patio & Terrace / Roma Norte,20264437,Andy,,CuauhtÈmoc,19.41594,-99.15932,Entire home/apt,12853,2,6,04/12/2022,2.4,24,332,6,
20294,Luxury Rooftop Apt. | Condesa | 3 rm / 8 ppl,354044526,HostPal,,CuauhtÈmoc,19.40822,-99.17508,Entire home/apt,7164,2,2,18/11/2022,1.09,25,341,2,
20295,The Best Location in La Juarez,27449159,Capitalia,,CuauhtÈmoc,19.4284592,-99.1598422,Entire home/apt,2217,1,1,24/10/2022,0.44,69,0,1,
20296,VH | Polanco depa | wifi + gym | 15,22758914,Raquel,,Miguel Hidalgo,19.4381051,-99.2016306,Entire home/apt,2407,1,7,25/12/2022,2.44,92,359,7,
20297,"Bonita Habitaci√≥n
Individual",390298208,Soraya,,Miguel Hidalgo,19.4050805,-99.2528679,Private room,390,1,3,31/10/2022,0.9,2,365,3,
20298,Beautiful and modern apt in Paseo de la Reforma,453185929,Ruben,,CuauhtÈmoc,19.43217,-99.15639,Entire home/apt,1333,2,8,03/12/2022,2.73,5,87,8,
20299,Boutique Queen Room | Desk SmartTV | Condesa CDMX,354044526,HostPal,,CuauhtÈmoc,19.41034,-99.17619,Private room,826,1,0,,,25,360,0,
20300,Boutique King Room | SmartTV | Condesa CDMX,354044526,HostPal,,CuauhtÈmoc,19.40819,-99.17453,Private room,784,1,1,02/10/2022,0.33,25,359,1,
20301,C√≥moda habitaci√≥n cerca hospitales,433876025,Teresa,,Tlalpan,19.28572,-99.16293,Private room,400,1,6,26/12/2022,3.46,1,17,6,
20302,"Luxury 3-bed Suite | Desk, SmartTV | Condesa CDMX",479671484,Carlos Alexis,,CuauhtÈmoc,19.40966,-99.17634,Private room,955,1,1,18/10/2022,0.41,2,362,1,
20303,Boutique King Suite Private Terrace TV | Condesa,354044526,HostPal,,CuauhtÈmoc,19.40842,-99.17605,Private room,853,1,1,27/11/2022,0.88,25,346,1,
20304,Queen Luxury Room on Rooftop | Condesa CDMX,479671484,Carlos Alexis,,CuauhtÈmoc,19.40857,-99.17455,Private room,929,1,1,19/11/2022,0.71,2,361,1,
20305,"Luxury 3-bed Suite on Rooftop | Desk, TV | Condesa",354044526,HostPal,,CuauhtÈmoc,19.41052,-99.17584,Private room,842,1,2,27/11/2022,1.58,25,356,2,
20306,Incre√≠ble Contenedor Mar√≠timo 30,348389387,Daniel,,Azcapotzalco,19.47943,-99.19038,Entire home/apt,455,1,7,17/12/2022,2.31,20,341,7,
20307,Enjoy a gorgeous house 8BR/18 guests in Condesa,3671870,Debbie,,CuauhtÈmoc,19.40609,-99.17062,Entire home/apt,8017,1,4,28/11/2022,1.74,1,277,4,
20308,Mr.W| Condesa |Bright and new| 2BR,10764020,Mr. W,,CuauhtÈmoc,19.409924,-99.1798329,Entire home/apt,1844,1,4,27/11/2022,1.33,231,358,4,
20309,Coyoacan house,480232300,Marisol,,Coyoac·n,19.3480133,-99.1631514,Private room,3888,3,0,,,1,364,0,
20310,"Condesa, Depto 2 recamaras.",136203553,Victoria,,Miguel Hidalgo,19.41396,-99.18281,Entire home/apt,1414,2,5,09/12/2022,2.42,9,319,5,
