id,neighbourhood,room_type,price,minimum_nights,minimum_price
18924,Xochimilco,Entire home/apt,750,2,1500
18925,Cuauhtémoc,Entire home/apt,999,2,1998
18926,Miguel Hidalgo,Entire home/apt,6211,1,6211
18927,Cuauhtémoc,Entire home/apt,3963,2,7926
18928,Cuauhtémoc,Entire home/apt,2337,1,2337
18929,Benito Juárez,Private room,889,2,1778
18930,Benito Juárez,Private room,315,2,630
18931,Miguel Hidalgo,Private room,1814,1,1814
18932,Tlalpan,Private room,700,30,21000
18933,Azcapotzalco,Entire home/apt,455,1,455
18934,Benito Juárez,Entire home/apt,1200,2,2400
18935,Cuauhtémoc,Private room,580,1,580
18936,Venustiano Carranza,Entire home/apt,480,2,960
18937,Cuauhtémoc,Entire home/apt,3155,1,3155
18938,Cuauhtémoc,Entire home/apt,2516,2,5032
18939,Cuauhtémoc,Entire home/apt,771,2,1542
18940,Miguel Hidalgo,Entire home/apt,4571,5,22855
18941,Cuauhtémoc,Entire home/apt,1652,1,1652
18942,Álvaro Obregón,Private room,945,5,4725
18943,Iztacalco,Entire home/apt,999,1,999
18944,Benito Juárez,Entire home/apt,777,2,1554
18945,Miguel Hidalgo,Private room,650,1,650
18946,Cuauhtémoc,Private room,857,2,1714
18947,Tlalpan,Private room,579,1,579
18948,Cuauhtémoc,Entire home/apt,1261,2,2522
18949,Cuauhtémoc,Entire home/apt,1873,3,5619
18950,Benito Juárez,Entire home/apt,1344,2,2688
18951,Cuauhtémoc,Entire home/apt,1390,2,2780
18952,Cuauhtémoc,Private room,609,1,609
18953,Cuauhtémoc,Private room,460,2,920
18954,Tlalpan,Entire home/apt,550,1,550
18955,Cuauhtémoc,Entire home/apt,1804,2,3608
18956,Gustavo A. Madero,Private room,300,7,2100
18957,Coyoacán,Private room,500,3,1500
18958,Cuauhtémoc,Entire home/apt,2972,2,5944
18959,Cuauhtémoc,Entire home/apt,1236,1,1236
18960,Cuauhtémoc,Entire home/apt,1943,2,3886
18961,Venustiano Carranza,Private room,369,1,369
18962,Cuauhtémoc,Private room,2000,1,2000
18963,Benito Juárez,Entire home/apt,1400,1,1400
18964,Cuauhtémoc,Entire home/apt,3914,2,7828
18965,Benito Juárez,Entire home/apt,1250,3,3750
18966,Benito Juárez,Private room,975,2,1950
18967,Benito Juárez,Private room,437,1,437
18968,Venustiano Carranza,Entire home/apt,443,1,443
18969,Coyoacán,Private room,500,1,500
18970,Miguel Hidalgo,Entire home/apt,900,1,900
18971,Benito Juárez,Entire home/apt,1100,1,1100
18972,Miguel Hidalgo,Private room,856,3,2568
18973,Miguel Hidalgo,Entire home/apt,888888,365,324444120
18974,Cuauhtémoc,Entire home/apt,451,1,451
18975,Tlalpan,Entire home/apt,1328,2,2656
18976,Iztacalco,Private room,550,2,1100
18977,Cuauhtémoc,Entire home/apt,1036,2,2072
18978,Álvaro Obregón,Entire home/apt,1489,2,2978
18979,Venustiano Carranza,Private room,900,1,900
18980,Cuauhtémoc,Entire home/apt,1261,2,2522
18981,Cuauhtémoc,Entire home/apt,1064,2,2128
18982,Álvaro Obregón,Private room,330,1,330
18983,Cuauhtémoc,Entire home/apt,999,10,9990
18984,Coyoacán,Entire home/apt,657,1,657
18985,Benito Juárez,Entire home/apt,623,3,1869
18986,Cuauhtémoc,Entire home/apt,1064,2,2128
18987,Cuauhtémoc,Entire home/apt,1773,1,1773
18988,Miguel Hidalgo,Entire home/apt,1230,1,1230
18989,Cuauhtémoc,Entire home/apt,1200,2,2400
18990,Cuauhtémoc,Entire home/apt,1481,1,1481
18991,Cuauhtémoc,Entire home/apt,993,2,1986
18992,Cuauhtémoc,Private room,1111,2,2222
18993,Cuauhtémoc,Entire home/apt,1184,1,1184
18994,Benito Juárez,Entire home/apt,1179,2,2358
18995,Venustiano Carranza,Private room,3303,1,3303
18996,Coyoacán,Private room,680,1,680
18997,Cuauhtémoc,Entire home/apt,1999,1,1999
18998,Cuauhtémoc,Entire home/apt,2013,2,4026
18999,Venustiano Carranza,Private room,369,1,369
19000,Coyoacán,Private room,900,1,900
19001,Miguel Hidalgo,Entire home/apt,3887,1,3887
19002,Cuauhtémoc,Entire home/apt,1924,1,1924
19003,Cuauhtémoc,Entire home/apt,858,1,858
19004,Cuauhtémoc,Entire home/apt,1799,1,1799
19005,Cuauhtémoc,Entire home/apt,1199,1,1199
19006,Cuauhtémoc,Entire home/apt,925,1,925
19007,Cuauhtémoc,Entire home/apt,946,1,946
19008,Cuauhtémoc,Entire home/apt,1017,1,1017
19009,Cuauhtémoc,Entire home/apt,1721,1,1721
19010,Miguel Hidalgo,Entire home/apt,1208,1,1208
19011,Cuauhtémoc,Entire home/apt,2320,1,2320
19012,Cuauhtémoc,Entire home/apt,903,1,903
19013,Cuauhtémoc,Entire home/apt,2564,1,2564
19014,Cuauhtémoc,Private room,800,14,11200
19015,Cuauhtémoc,Private room,307,2,614
19016,Álvaro Obregón,Private room,945,3,2835
19017,Álvaro Obregón,Private room,525,5,2625
19018,Venustiano Carranza,Private room,369,1,369
19019,Cuauhtémoc,Entire home/apt,3660,1,3660
19020,Azcapotzalco,Entire home/apt,889,7,6223
19021,Cuauhtémoc,Entire home/apt,1150,1,1150
19022,Coyoacán,Entire home/apt,1097,2,2194
19023,Cuauhtémoc,Entire home/apt,964,2,1928
19024,Miguel Hidalgo,Entire home/apt,1542,3,4626
19025,Álvaro Obregón,Private room,945,5,4725
19026,Cuauhtémoc,Entire home/apt,2972,1,2972
19027,Miguel Hidalgo,Private room,450,2,900
19028,Cuauhtémoc,Shared room,646,1,646
19029,Venustiano Carranza,Private room,369,1,369
19030,Cuauhtémoc,Entire home/apt,2329,3,6987
19031,Cuauhtémoc,Entire home/apt,1200,2,2400
19032,Miguel Hidalgo,Entire home/apt,7006,2,14012
19033,Cuauhtémoc,Entire home/apt,3365,2,6730
19034,Benito Juárez,Entire home/apt,1382,1,1382
19035,Coyoacán,Entire home/apt,2150,2,4300
19036,Benito Juárez,Entire home/apt,978,3,2934
19037,Venustiano Carranza,Private room,1000,1,1000
19038,Cuauhtémoc,Entire home/apt,1414,2,2828
19039,Miguel Hidalgo,Entire home/apt,1585,1,1585
19040,Álvaro Obregón,Private room,945,4,3780
19041,Cuauhtémoc,Entire home/apt,950,2,1900
19042,Cuauhtémoc,Entire home/apt,5420,2,10840
19043,Miguel Hidalgo,Entire home/apt,1599,1,1599
19044,Cuauhtémoc,Shared room,755,1,755
19045,Cuauhtémoc,Entire home/apt,798,5,3990
19046,Cuauhtémoc,Entire home/apt,2226,1,2226
19047,Venustiano Carranza,Private room,369,1,369
19048,Cuauhtémoc,Private room,600,1,600
19049,Cuauhtémoc,Private room,550,1,550
19050,Miguel Hidalgo,Entire home/apt,3366,1,3366
19051,Venustiano Carranza,Private room,550,1,550
19052,Miguel Hidalgo,Entire home/apt,1070,1,1070
19053,Cuauhtémoc,Entire home/apt,1666,7,11662
19054,Miguel Hidalgo,Entire home/apt,970,1,970
19055,Venustiano Carranza,Private room,369,1,369
19056,Cuauhtémoc,Entire home/apt,2800,1,2800
19057,Benito Juárez,Entire home/apt,1063,2,2126
19058,Cuauhtémoc,Private room,850,1,850
19059,Cuauhtémoc,Entire home/apt,1117,3,3351
19060,Cuauhtémoc,Entire home/apt,2280,1,2280
19061,Cuauhtémoc,Entire home/apt,2000,1,2000
19062,Miguel Hidalgo,Entire home/apt,2400,1,2400
19063,Venustiano Carranza,Private room,369,1,369
19064,Miguel Hidalgo,Entire home/apt,800,1,800
19065,Benito Juárez,Entire home/apt,1286,1,1286
19066,Coyoacán,Private room,380,3,1140
19067,Cuauhtémoc,Shared room,742,1,742
19068,Cuauhtémoc,Entire home/apt,1469,2,2938
19069,Coyoacán,Entire home/apt,786,2,1572
19070,Cuauhtémoc,Private room,271,5,1355
19071,Cuauhtémoc,Private room,284,4,1136
19072,Cuauhtémoc,Entire home/apt,1984,1,1984
19073,Cuauhtémoc,Entire home/apt,1450,2,2900
19074,Cuauhtémoc,Shared room,646,1,646
19075,Cuauhtémoc,Shared room,646,1,646
19076,Miguel Hidalgo,Entire home/apt,778,7,5446
19077,Miguel Hidalgo,Entire home/apt,35885,185,6638725
19078,Cuauhtémoc,Entire home/apt,2800,1,2800
19079,Venustiano Carranza,Entire home/apt,632,1,632
19080,Miguel Hidalgo,Entire home/apt,1000,2,2000
19081,Iztacalco,Private room,600,2,1200
19082,Iztacalco,Private room,1280,2,2560
19083,Cuajimalpa de Morelos,Entire home/apt,3495,1,3495
19084,Iztacalco,Private room,520,2,1040
19085,Venustiano Carranza,Private room,369,1,369
19086,Venustiano Carranza,Entire home/apt,950,2,1900
19087,Cuauhtémoc,Private room,246,1,246
19088,Venustiano Carranza,Private room,369,1,369
19089,Cuauhtémoc,Entire home/apt,4630,2,9260
19090,Benito Juárez,Private room,548,7,3836
19091,Cuauhtémoc,Private room,239,1,239
19092,Cuauhtémoc,Private room,245,1,245
19093,Miguel Hidalgo,Entire home/apt,970,1,970
19094,Miguel Hidalgo,Entire home/apt,1643,1,1643
19095,Gustavo A. Madero,Private room,550,20,11000
19096,Cuauhtémoc,Entire home/apt,964,2,1928
19097,Cuauhtémoc,Private room,239,1,239
19098,Cuauhtémoc,Private room,239,1,239
19099,Cuauhtémoc,Entire home/apt,1324,1,1324
19100,Iztapalapa,Entire home/apt,700,2,1400
19101,Iztapalapa,Private room,400,1,400
19102,Cuauhtémoc,Private room,486,2,972
19103,Cuauhtémoc,Entire home/apt,896,1,896
19104,Benito Juárez,Entire home/apt,433,1,433
19105,Miguel Hidalgo,Entire home/apt,1700,2,3400
19106,Cuauhtémoc,Entire home/apt,6029,2,12058
19107,Cuauhtémoc,Entire home/apt,2056,1,2056
19108,Cuauhtémoc,Entire home/apt,650,25,16250
19109,Gustavo A. Madero,Private room,520,7,3640
19110,Miguel Hidalgo,Private room,451,2,902
19111,Cuauhtémoc,Entire home/apt,953,3,2859
19112,Cuauhtémoc,Entire home/apt,2092,1,2092
19113,Cuauhtémoc,Entire home/apt,1783,1,1783
19114,Miguel Hidalgo,Entire home/apt,4527,2,9054
19115,Benito Juárez,Entire home/apt,1286,2,2572
19116,Coyoacán,Entire home/apt,807,5,4035
19117,Cuauhtémoc,Private room,700,6,4200
19118,Venustiano Carranza,Private room,369,1,369
19119,Cuauhtémoc,Entire home/apt,2013,1,2013
19120,Venustiano Carranza,Entire home/apt,972,1,972
19121,Cuauhtémoc,Entire home/apt,1941,1,1941
19122,Miguel Hidalgo,Entire home/apt,5329,2,10658
19123,Cuauhtémoc,Entire home/apt,2329,1,2329
19124,Cuauhtémoc,Entire home/apt,1500,1,1500
19125,Iztacalco,Entire home/apt,237,4,948
19126,Benito Juárez,Private room,400,3,1200
19127,Benito Juárez,Private room,750,1,750
19128,Miguel Hidalgo,Private room,303,1,303
19129,Cuauhtémoc,Entire home/apt,950,3,2850
19130,Cuauhtémoc,Entire home/apt,2896,1,2896
19131,Cuauhtémoc,Entire home/apt,1000,1,1000
19132,Venustiano Carranza,Private room,369,1,369
19133,Cuauhtémoc,Entire home/apt,1998,1,1998
19134,Venustiano Carranza,Entire home/apt,564,1,564
19135,Cuauhtémoc,Entire home/apt,2196,1,2196
19136,Venustiano Carranza,Entire home/apt,501,1,501
19137,Cuauhtémoc,Entire home/apt,1093,3,3279
19138,Venustiano Carranza,Private room,369,1,369
19139,Venustiano Carranza,Private room,369,1,369
19140,Cuauhtémoc,Entire home/apt,1300,1,1300
19141,Venustiano Carranza,Private room,4274,1,4274
19142,Miguel Hidalgo,Entire home/apt,5779,1,5779
19143,Venustiano Carranza,Private room,369,1,369
19144,Venustiano Carranza,Private room,517,1,517
19145,Cuauhtémoc,Entire home/apt,2100,2,4200
19146,Venustiano Carranza,Private room,369,1,369
19147,Miguel Hidalgo,Entire home/apt,3500,1,3500
19148,Miguel Hidalgo,Entire home/apt,1800,1,1800
19149,Miguel Hidalgo,Private room,320,30,9600
19150,Benito Juárez,Entire home/apt,800,3,2400
19151,Cuauhtémoc,Private room,1067,2,2134
19152,Miguel Hidalgo,Entire home/apt,693,4,2772
19153,Cuauhtémoc,Entire home/apt,2013,1,2013
19154,Venustiano Carranza,Private room,369,1,369
19155,Miguel Hidalgo,Entire home/apt,1321,2,2642
19156,Miguel Hidalgo,Entire home/apt,1584,1,1584
19157,Venustiano Carranza,Private room,369,1,369
19158,Miguel Hidalgo,Entire home/apt,999,1,999
19159,Cuauhtémoc,Entire home/apt,1129,1,1129
19160,Cuauhtémoc,Entire home/apt,1400,1,1400
19161,Cuauhtémoc,Entire home/apt,2313,1,2313
19162,Cuauhtémoc,Entire home/apt,2013,1,2013
19163,Venustiano Carranza,Private room,369,1,369
19164,Tlalpan,Private room,350,1,350
19165,Cuauhtémoc,Entire home/apt,2192,1,2192
19166,Miguel Hidalgo,Entire home/apt,2486,1,2486
19167,Cuauhtémoc,Private room,337,2,674
19168,Cuauhtémoc,Entire home/apt,2038,2,4076
19169,Benito Juárez,Private room,780,2,1560
19170,Benito Juárez,Entire home/apt,1280,2,2560
19171,Cuauhtémoc,Entire home/apt,2169,1,2169
19172,Cuauhtémoc,Entire home/apt,1663,1,1663
19173,Cuauhtémoc,Entire home/apt,778,1,778
19174,Cuauhtémoc,Entire home/apt,579,2,1158
19175,Cuauhtémoc,Private room,380,1,380
19176,Cuauhtémoc,Entire home/apt,697,2,1394
19177,Cuauhtémoc,Entire home/apt,4583,1,4583
19178,Cuauhtémoc,Private room,2199,2,4398
19179,Cuauhtémoc,Private room,450,1,450
19180,Benito Juárez,Entire home/apt,1500,2,3000
19181,Cuauhtémoc,Private room,500,1,500
19182,Álvaro Obregón,Entire home/apt,1750,1,1750
19183,Benito Juárez,Private room,580,2,1160
19184,Cuauhtémoc,Entire home/apt,2500,3,7500
19185,Benito Juárez,Entire home/apt,871,1,871
19186,Miguel Hidalgo,Entire home/apt,1050,1,1050
19187,Cuauhtémoc,Entire home/apt,3087,1,3087
19188,Cuauhtémoc,Private room,239,1,239
19189,Cuauhtémoc,Private room,239,1,239
19190,Venustiano Carranza,Entire home/apt,537,1,537
19191,Cuauhtémoc,Entire home/apt,1511,1,1511
19192,Tlalpan,Private room,487,1,487
19193,Cuauhtémoc,Private room,254,1,254
19194,Cuauhtémoc,Entire home/apt,8415,1,8415
19195,Cuauhtémoc,Entire home/apt,2102,1,2102
19196,Cuauhtémoc,Entire home/apt,1001,2,2002
19197,Cuauhtémoc,Entire home/apt,2976,1,2976
19198,Miguel Hidalgo,Private room,453,2,906
19199,Cuauhtémoc,Entire home/apt,1200,2,2400
19200,Cuauhtémoc,Entire home/apt,2495,1,2495
19201,Tlalpan,Entire home/apt,226,2,452
19202,Cuauhtémoc,Entire home/apt,3351,1,3351
19203,Miguel Hidalgo,Private room,400,2,800
19204,Cuauhtémoc,Entire home/apt,1200,1,1200
19205,Cuauhtémoc,Entire home/apt,804,1,804
19206,Tlalpan,Entire home/apt,600,1,600
19207,Benito Juárez,Entire home/apt,617,1,617
19208,Gustavo A. Madero,Entire home/apt,580,2,1160
19209,Cuauhtémoc,Entire home/apt,1257,2,2514
19210,Cuauhtémoc,Entire home/apt,7819,1,7819
19211,Tlalpan,Private room,206,1,206
19212,Cuauhtémoc,Private room,702,2,1404
19213,Cuauhtémoc,Entire home/apt,3416,2,6832
19214,Miguel Hidalgo,Entire home/apt,2703,1,2703
19215,Miguel Hidalgo,Entire home/apt,3086,1,3086
19216,Miguel Hidalgo,Private room,389,1,389
19217,Venustiano Carranza,Entire home/apt,720,1,720
19218,Benito Juárez,Shared room,700,1,700
19219,Cuauhtémoc,Private room,660,1,660
19220,Cuauhtémoc,Entire home/apt,1054,2,2108
19221,Coyoacán,Private room,894,2,1788
19222,Cuauhtémoc,Entire home/apt,5254,2,10508
19223,La Magdalena Contreras,Entire home/apt,500,1,500
19224,Miguel Hidalgo,Entire home/apt,3738,1,3738
19225,Miguel Hidalgo,Entire home/apt,4539,1,4539
19226,Cuauhtémoc,Entire home/apt,1479,3,4437
19227,Cuauhtémoc,Entire home/apt,906,2,1812
19228,Cuauhtémoc,Entire home/apt,1256,2,2512
19229,Cuauhtémoc,Entire home/apt,1040,3,3120
19230,Miguel Hidalgo,Entire home/apt,750,2,1500
19231,Coyoacán,Entire home/apt,598,3,1794
19232,Cuauhtémoc,Entire home/apt,2182,1,2182
19233,Cuauhtémoc,Private room,1000,1,1000
19234,Benito Juárez,Entire home/apt,2500,1,2500
19235,Cuauhtémoc,Entire home/apt,2182,2,4364
19236,Tlalpan,Private room,370,4,1480
19237,Cuauhtémoc,Private room,414,1,414
19238,Coyoacán,Private room,549,3,1647
19239,Cuauhtémoc,Entire home/apt,1514,1,1514
19240,Álvaro Obregón,Private room,350,1,350
19241,Miguel Hidalgo,Entire home/apt,987,1,987
19242,Cuauhtémoc,Entire home/apt,800,2,1600
19243,Cuauhtémoc,Entire home/apt,1043,2,2086
19244,Cuauhtémoc,Entire home/apt,1785,2,3570
19245,Cuauhtémoc,Entire home/apt,1729,1,1729
19246,Benito Juárez,Entire home/apt,1154,1,1154
19247,Cuauhtémoc,Entire home/apt,987,1,987
19248,Miguel Hidalgo,Entire home/apt,1453,15,21795
19249,Cuauhtémoc,Entire home/apt,590,1,590
19250,Cuauhtémoc,Private room,198,2,396
19251,Cuauhtémoc,Entire home/apt,956,1,956
19252,Cuauhtémoc,Private room,640,2,1280
19253,Cuauhtémoc,Private room,750,1,750
19254,Cuauhtémoc,Entire home/apt,920,1,920
19255,Cuauhtémoc,Entire home/apt,490,1,490
19256,Cuauhtémoc,Entire home/apt,1783,1,1783
19257,Cuauhtémoc,Entire home/apt,5000,2,10000
19258,Cuauhtémoc,Entire home/apt,2279,1,2279
19259,Cuauhtémoc,Entire home/apt,2283,1,2283
19260,Cuauhtémoc,Entire home/apt,4453,1,4453
19261,Cuauhtémoc,Entire home/apt,930,1,930
19262,Cuauhtémoc,Entire home/apt,1074,1,1074
19263,Cuauhtémoc,Entire home/apt,3214,1,3214
19264,Cuauhtémoc,Entire home/apt,450,1,450
19265,Cuauhtémoc,Entire home/apt,1278,1,1278
19266,Cuauhtémoc,Entire home/apt,1021,1,1021
19267,Cuauhtémoc,Entire home/apt,1112,1,1112
19268,Cuauhtémoc,Entire home/apt,930,1,930
19269,Cuauhtémoc,Entire home/apt,2279,1,2279
19270,Cuauhtémoc,Entire home/apt,1065,1,1065
19271,Coyoacán,Private room,735,1,735
19272,Cuauhtémoc,Entire home/apt,814,1,814
19273,Cuauhtémoc,Private room,650,2,1300
19274,Cuauhtémoc,Entire home/apt,2379,1,2379
19275,Cuauhtémoc,Entire home/apt,929,1,929
19276,Cuauhtémoc,Entire home/apt,950,1,950
19277,Benito Juárez,Entire home/apt,679,2,1358
19278,Miguel Hidalgo,Private room,1615,1,1615
19279,Cuauhtémoc,Entire home/apt,15249,3,45747
19280,Cuauhtémoc,Entire home/apt,1956,1,1956
19281,Miguel Hidalgo,Entire home/apt,17467,31,541477
19282,Cuauhtémoc,Entire home/apt,3418,1,3418
19283,Tlalpan,Entire home/apt,900,1,900
19284,Cuauhtémoc,Entire home/apt,7841,1,7841
19285,Álvaro Obregón,Private room,714,2,1428
19286,Miguel Hidalgo,Entire home/apt,830,2,1660
19287,Benito Juárez,Entire home/apt,761,1,761
19288,Coyoacán,Shared room,716,1,716
19289,Cuauhtémoc,Private room,225,1,225
19290,Cuauhtémoc,Entire home/apt,1807,1,1807
19291,Cuauhtémoc,Entire home/apt,1747,1,1747
19292,Cuauhtémoc,Entire home/apt,1750,1,1750
19293,Cuauhtémoc,Entire home/apt,8415,1,8415
19294,Cuauhtémoc,Entire home/apt,1775,1,1775
19295,Cuauhtémoc,Entire home/apt,1747,1,1747
19296,Cuauhtémoc,Entire home/apt,1899,1,1899
19297,Miguel Hidalgo,Entire home/apt,1208,1,1208
19298,Benito Juárez,Private room,197,1,197
19299,Cuauhtémoc,Entire home/apt,7170,1,7170
19300,Cuauhtémoc,Entire home/apt,2638,1,2638
19301,Cuauhtémoc,Private room,365,5,1825
19302,Álvaro Obregón,Entire home/apt,933,3,2799
19303,Miguel Hidalgo,Entire home/apt,2146,2,4292
19304,Cuauhtémoc,Entire home/apt,4453,1,4453
19305,Cuauhtémoc,Private room,950,1,950
19306,Benito Juárez,Entire home/apt,698,3,2094
19307,Coyoacán,Private room,595,2,1190
19308,Miguel Hidalgo,Entire home/apt,843,2,1686
19309,Cuauhtémoc,Entire home/apt,6898,1,6898
19310,Benito Juárez,Entire home/apt,754,2,1508
19311,Cuauhtémoc,Entire home/apt,978,2,1956
19312,Cuauhtémoc,Private room,880,1,880
19313,Miguel Hidalgo,Entire home/apt,1721,2,3442
19314,Cuauhtémoc,Private room,880,1,880
19315,Coyoacán,Private room,550,1,550
19316,Cuauhtémoc,Entire home/apt,1590,2,3180
19317,Cuauhtémoc,Entire home/apt,9260,1,9260
19318,Miguel Hidalgo,Entire home/apt,1000,1,1000
19319,Miguel Hidalgo,Entire home/apt,10045,15,150675
19320,Coyoacán,Private room,600,1,600
19321,Cuauhtémoc,Private room,456,1,456
19322,Cuauhtémoc,Entire home/apt,1359,3,4077
19323,Miguel Hidalgo,Entire home/apt,1500,4,6000
19324,Cuauhtémoc,Entire home/apt,4641,1,4641
19325,Cuauhtémoc,Private room,744,2,1488
19326,Venustiano Carranza,Private room,369,1,369
19327,Benito Juárez,Private room,4800,1,4800
19328,Benito Juárez,Entire home/apt,749,3,2247
19329,Cuauhtémoc,Entire home/apt,7577,1,7577
19330,Gustavo A. Madero,Entire home/apt,871,2,1742
19331,Cuauhtémoc,Entire home/apt,11548,3,34644
19332,Azcapotzalco,Entire home/apt,450,1,450
19333,Cuauhtémoc,Entire home/apt,829,2,1658
19334,Miguel Hidalgo,Entire home/apt,2380,3,7140
19335,Tlalpan,Private room,300,1,300
19336,Miguel Hidalgo,Private room,392,1,392
19337,Benito Juárez,Private room,600,5,3000
19338,Miguel Hidalgo,Entire home/apt,957,4,3828
19339,Cuauhtémoc,Entire home/apt,3189,2,6378
19340,Benito Juárez,Private room,886,3,2658
19341,Cuauhtémoc,Entire home/apt,1269,2,2538
19342,Álvaro Obregón,Entire home/apt,900,1,900
19343,Tlalpan,Entire home/apt,700,1,700
19344,Tlalpan,Private room,557,1,557
19345,Cuauhtémoc,Entire home/apt,1900,2,3800
19346,Cuauhtémoc,Private room,450,1,450
19347,Cuauhtémoc,Entire home/apt,2149,2,4298
19348,Cuajimalpa de Morelos,Private room,242,4,968
19349,Venustiano Carranza,Private room,1749,1,1749
19350,Benito Juárez,Private room,750,1,750
19351,Cuauhtémoc,Entire home/apt,1653,1,1653
19352,Coyoacán,Private room,400,1,400
19353,Cuauhtémoc,Private room,568,1,568
19354,Venustiano Carranza,Private room,971,1,971
19355,Cuauhtémoc,Entire home/apt,3077,1,3077
19356,Benito Juárez,Entire home/apt,3743,2,7486
19357,Cuauhtémoc,Private room,838,1,838
19358,Cuauhtémoc,Entire home/apt,4767,1,4767
19359,Coyoacán,Entire home/apt,7286,2,14572
19360,Cuauhtémoc,Entire home/apt,1752,1,1752
19361,Cuauhtémoc,Entire home/apt,2908,1,2908
19362,Cuauhtémoc,Entire home/apt,2222,2,4444
19363,Venustiano Carranza,Private room,1749,1,1749
19364,Cuauhtémoc,Private room,365,4,1460
19365,Miguel Hidalgo,Entire home/apt,904,3,2712
19366,Venustiano Carranza,Private room,369,1,369
19367,Cuauhtémoc,Entire home/apt,999,1,999
19368,La Magdalena Contreras,Entire home/apt,1886,3,5658
19369,Coyoacán,Private room,750,1,750
19370,Cuauhtémoc,Entire home/apt,383,1,383
19371,Venustiano Carranza,Private room,369,1,369
19372,Venustiano Carranza,Private room,369,1,369
19373,Miguel Hidalgo,Entire home/apt,2643,1,2643
19374,Venustiano Carranza,Private room,3109,1,3109
19375,Miguel Hidalgo,Private room,770,2,1540
19376,Miguel Hidalgo,Entire home/apt,814,1,814
19377,Miguel Hidalgo,Entire home/apt,1300,3,3900
19378,Miguel Hidalgo,Entire home/apt,500,30,15000
19379,Miguel Hidalgo,Private room,707,1,707
19380,Miguel Hidalgo,Entire home/apt,1400,3,4200
19381,Miguel Hidalgo,Entire home/apt,1069,1,1069
19382,Cuauhtémoc,Entire home/apt,1200,4,4800
19383,Cuauhtémoc,Entire home/apt,567,2,1134
19384,Cuauhtémoc,Private room,2045,1,2045
19385,Cuauhtémoc,Private room,2045,1,2045
19386,Cuauhtémoc,Private room,2218,1,2218
19387,Cuauhtémoc,Private room,3007,1,3007
19388,Cuauhtémoc,Private room,3203,1,3203
19389,Cuauhtémoc,Entire home/apt,1643,1,1643
19390,Cuauhtémoc,Entire home/apt,1691,1,1691
19391,Miguel Hidalgo,Entire home/apt,3923,3,11769
19392,Benito Juárez,Private room,350,1,350
19393,Miguel Hidalgo,Entire home/apt,3000,1,3000
19394,Miguel Hidalgo,Private room,790,2,1580
19395,Miguel Hidalgo,Private room,1200,2,2400
19396,Cuauhtémoc,Entire home/apt,1421,2,2842
19397,Cuauhtémoc,Entire home/apt,13308,3,39924
19398,Cuauhtémoc,Entire home/apt,10536,3,31608
19399,Cuauhtémoc,Entire home/apt,873,2,1746
19400,Miguel Hidalgo,Entire home/apt,2000,1,2000
19401,Cuauhtémoc,Entire home/apt,1000,1,1000
19402,Cuauhtémoc,Entire home/apt,759,2,1518
19403,Cuauhtémoc,Entire home/apt,2600,3,7800
19404,Coyoacán,Entire home/apt,580,7,4060
19405,Cuauhtémoc,Private room,600,1,600
19406,Álvaro Obregón,Entire home/apt,1341,1,1341
19407,Cuauhtémoc,Private room,450,1,450
19408,Cuauhtémoc,Shared room,320,1,320
19409,Benito Juárez,Entire home/apt,1350,1,1350
19410,Iztapalapa,Private room,286,1,286
19411,Miguel Hidalgo,Private room,880,1,880
19412,Iztacalco,Private room,550,1,550
19413,Cuauhtémoc,Entire home/apt,1528,1,1528
19414,Cuauhtémoc,Entire home/apt,1828,1,1828
19415,Benito Juárez,Entire home/apt,737,2,1474
19416,Cuauhtémoc,Entire home/apt,1710,2,3420
19417,Cuauhtémoc,Entire home/apt,3105,1,3105
19418,Cuauhtémoc,Entire home/apt,1036,1,1036
19419,Cuauhtémoc,Entire home/apt,1729,1,1729
19420,Miguel Hidalgo,Entire home/apt,770,1,770
19421,Cuauhtémoc,Entire home/apt,1608,2,3216
19422,Coyoacán,Entire home/apt,619,1,619
19423,Benito Juárez,Entire home/apt,600,2,1200
19424,Tlalpan,Private room,204,3,612
19425,Benito Juárez,Private room,230,3,690
19426,Cuauhtémoc,Entire home/apt,1844,7,12908
19427,Cuauhtémoc,Private room,950,1,950
19428,Cuauhtémoc,Entire home/apt,4500,2,9000
19429,Iztapalapa,Private room,286,1,286
19430,Cuauhtémoc,Entire home/apt,1078,1,1078
19431,Cuauhtémoc,Entire home/apt,1533,2,3066
19432,Cuauhtémoc,Entire home/apt,1058,1,1058
19433,Miguel Hidalgo,Private room,700,1,700
19434,Benito Juárez,Private room,350,15,5250
19435,Benito Juárez,Private room,350,15,5250
19436,Cuauhtémoc,Entire home/apt,1025,1,1025
19437,Cuauhtémoc,Entire home/apt,1000,1,1000
19438,Benito Juárez,Entire home/apt,3000,1,3000
19439,Tlalpan,Private room,320,4,1280
19440,Xochimilco,Entire home/apt,399,1,399
19441,Cuauhtémoc,Entire home/apt,1166,1,1166
19442,Cuauhtémoc,Private room,206,2,412
19443,Cuauhtémoc,Entire home/apt,1389,1,1389
19444,Tlalpan,Private room,264,4,1056
19445,Cuajimalpa de Morelos,Entire home/apt,1661,1,1661
19446,Tlalpan,Entire home/apt,1300,5,6500
19447,Cuauhtémoc,Entire home/apt,1971,1,1971
19448,Benito Juárez,Entire home/apt,1071,1,1071
19449,Miguel Hidalgo,Entire home/apt,2000,3,6000
